"","EIN","NAME.x","NAME.y","ICO","STREET","CITY","STATE","ZIP","GROUP","SUBSECTION","AFFILIATION","CLASSIFICATION","RULING","DEDUCTIBILITY","FOUNDATION","ACTIVITY","ORGANIZATION","STATUS","TAX_PERIOD","ASSET_CD","INCOME_CD","FILING_REQ_CD","PF_FILING_REQ_CD","ACCT_PD","ASSET_AMT","INCOME_AMT","REVENUE_AMT","NTEE_CD","SORT_NAME"
"101","237225165","DENVER LYRIC OPERA GUILD","DENVER LYRIC OPERA GUILD","","2020 SOUTH ONEIDA STREET","DENVER","CO","80224-2447",0,3,3,1000,0,1,16,149090000,1,1,201605,6,4,1,0,5,1378402,106271,100209,"A6A",""
"102","421376458","DES MOINES METRO OPERA FOUNDATION INC","DES MOINES METRO OPERA FOUNDATION INC","% LUTHER L HILL JR","106 W BOSTON AVE","INDIANOLA","IA","50125-1836",0,3,3,1000,0,1,17,602000000,1,1,201508,8,5,1,0,8,10088051,935761,618657,"",""
"103","237319903","DES MOINES METRO OPERA INC","DES MOINES METRO OPERA INC","","106 W BOSTON AVE","INDIANOLA","IA","50125-1836",0,3,3,1200,0,1,15,119000000,1,1,201508,5,6,1,0,8,716057,2605113,2583447,"A6A0",""
"104","810788792","DEUTSCHMANN FAMILY FOUNDATION","DEUTSCHMANN FAMILY FOUNDATION","","113 BARKSDALE PROFESSIONAL CTR","NEWARK","DE","19711-3258",0,3,3,1230,0,1,4,0,1,1,201512,3,3,0,1,12,26050,26050,NA,"A6A",""
"105","942549968","HUMBOLDT LIGHT OPERA COMPANY","HUMBOLDT LIGHT OPERA COMPANY","","1482 BUTTERMILK LN","ARCATA","CA","95521-6910",0,3,3,1000,0,1,16,90000000,1,1,201606,3,4,1,0,6,77706,138285,138285,"A6A0",""
"106","942549968","DIABLO LIGHT OPERA COMPANY","HUMBOLDT LIGHT OPERA COMPANY","","1482 BUTTERMILK LN","ARCATA","CA","95521-6910",0,3,3,1000,0,1,16,90000000,1,1,201606,3,4,1,0,6,77706,138285,138285,"A6A0",""
"107","61633557","DOUGLAS MOORE FUND FOR AMERICAN OPERA INC","DOUGLAS MOORE FUND FOR AMERICAN OPERA INC","% JAMES STEPLETON","GORDON OSTROWSKI 120 CLAREMONT AVE","NEW YORK","NY","10027-0000",0,3,3,1000,0,1,4,0,1,1,201512,2,2,0,3,12,15381,20680,NA,"B820",""
"108","911190564","DOWNEY CIVIC LIGHT OPERA ASSOCIATION","PORT ANGELES LIGHT OPERA ASSOCIATION","% STUART T SMITH","PO BOX 1838","PORT ANGELES","WA","98362-0099",0,3,3,1000,0,1,16,995000000,1,1,201508,0,0,2,0,8,0,0,0,"A650",""
"109","133310731","DOWNTOWN MUSIC PRODUCTIONS, INC.","DOWNTOWN MUSIC PRODUCTIONS INC","","310 EAST 12TH STREET","NEW YORK","NY","10003-7203",0,3,3,1000,0,1,15,89000000,1,1,201606,1,3,2,0,6,4807,28610,28610,"A6C0",""
"110","566068443","DURHAM SAVOYARDS LIMITED OF DURHAM NORTH CAROLINA","THE DURHAM SAVOYARDS LIMITED OF DURHAM NORTH CAROLINA","","120 MORRIS ST","DURHAM","NC","27701-3230",0,3,3,2100,0,1,16,602090000,1,1,201608,4,3,1,0,8,124751,64052,45221,"A6A0",""
"111","566068443","THE DURHAM SAVOYARDS LIMITED OF DURHAM NORTH CAROLINA","THE DURHAM SAVOYARDS LIMITED OF DURHAM NORTH CAROLINA","","120 MORRIS ST","DURHAM","NC","27701-3230",0,3,3,2100,0,1,16,602090000,1,1,201608,4,3,1,0,8,124751,64052,45221,"A6A0",""
"112","160988051","EARLVILLE OPERA HOUSE INC","EARLVILLE OPERA HOUSE INC","% M CURRIER","PO BOX 111","EARLVILLE","NY","13332-0111",0,3,3,2000,0,1,15,119000000,1,1,201512,5,4,1,0,12,691089,216070,209004,"","TREASURER"
"113","454333621","EASTERN OPERA CORP","EASTERN OPERA CORP","% KAROLE LEWIS","7 HEATHER LN","WARREN","NJ","07059-5259",0,3,3,1000,0,1,15,0,1,1,201512,2,3,2,0,12,11620,48118,48118,"A6A",""
"114","742901653","EL PASO OPERA FOUNDATION","EL PASO OPERA FOUNDATION","% GLORIA LAVIS","PO BOX 5106","EL PASO","TX","79953-5106",0,3,3,1000,0,1,17,0,1,1,201512,3,1,2,0,12,62932,1000,1000,"T110",""
"115","846036522","EMPIRE LYRIC PLAYERS","EMPIRE LYRIC PLAYERS","% KEVIN CRANDELL","555 17TH ST STE 3200","DENVER","CO","80202-3921",0,3,3,2000,0,1,16,119059205,1,1,201512,0,0,2,0,12,0,0,0,"",""
"116","770668548","EMPIRE OPERA INC","EMPIRE OPERA INC","% GEORGE MEDINA","349 WEST END AVENUE APT 1","NEW YORK","NY","10024-6819",0,3,3,2000,0,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,"A6A",""
"117","132863585","ENCOMPASS THEATRE INC","ENCOMPASS THEATRE COMPANY INC","","138 S OXFORD ST STE 1A","BROOKLYN","NY","11217-1694",0,3,3,2100,0,1,15,88000000,1,1,201606,1,4,1,0,6,2428,178152,163668,"",""
"118","273360891","ENRICO CARUSO FOUNDATION","ENRICO CARUSO FOUNDATION","% ALDO MANCUSI","1942 E 19TH ST","BROOKLYN","NY","11229-3540",0,3,3,1000,0,1,15,0,1,1,201512,1,3,2,0,12,6137,33257,33257,"A6A",""
"119","930679959","EUGENE OPERA","EUGENE OPERA","% EUGENE OPERA","1590 WILLAMETTE ST","EUGENE","OR","97401-4048",0,3,3,1200,0,1,15,88090000,1,1,201506,4,5,1,0,6,106401,605454,583782,"A6A0",""
"120","463775780","EXPERIMENTS IN OPERA","EXPERIMENTS IN OPERA","% AARON SIEGEL","205 23RD STREET","BROOKLYN","NY","11232-1479",0,3,3,1000,0,1,15,0,1,1,201512,0,0,2,0,6,0,0,41969,"A60",""
"121","237083993","FAIRBANKS LIGHT OPERA THEATRE","FAIRBANKS LIGHT OPERA THEATRE","","PO BOX 72787","FAIRBANKS","AK","99707-2787",0,3,3,2000,0,1,16,119059000,1,1,201512,3,4,1,0,12,58441,181295,179652,"A650",""
"122","311792599","FAMILY OPERA, INC.","FAMILY OPERA INC","% JEFFREY M HURWIT","23 NORRIS ST","CAMBRIDGE","MA","02140-1814",0,3,3,2000,0,1,15,0,1,1,201508,3,3,1,0,8,47790,72336,62978,"A6A",""
"123","450307449","FARGO MOORHEAD OPERA COMPANY","FARGO MOORHEAD OPERA COMPANY","","114 BROADWAY N STE S1","FARGO","ND","58102-4942",0,3,3,2000,0,1,15,119000000,1,1,201606,3,4,1,0,6,36475,426243,426243,"A6A0",""
"124","571018044","FBN PRODUCTIONS","FBN PRODUCTIONS","","716 OLD FORGE RD","CHAPIN","SC","29036-9756",0,3,3,2000,0,1,15,995090088,1,1,201512,2,3,1,0,12,12309,58901,58901,"A6A0",""
"125","680248859","FESTIVAL OPERA ASSOCIATION INC","FESTIVAL OPERA ASSOCIATION INC","% SARA NEALY","1630 N MAIN ST","WALNUT CREEK","CA","94596-4609",0,3,3,1000,0,1,15,320000000,1,1,201512,2,4,1,0,12,14172,266563,261736,"A6A0",""
"126","391098132","FLORENTINE OPERA CO, INC.","FLORENTINE OPERA CO INC","","930 E BURLEIGH ST LOWER LEVEL","MILWAUKEE","WI","53212-2212",0,3,3,2000,0,1,16,119000000,1,1,201506,6,6,1,0,6,3398154,4116234,2702110,"A6A0",""
"127","650496477","FLORIDA GRAND OPERA INC","FLORIDA GRAND OPERA INC","% ARTURO DI FILIPPI","8390 NW 25TH ST","DORAL","FL","33122-1504",0,3,3,2000,0,1,15,89000000,1,1,201505,8,4,1,0,5,16461801,370006,370006,"A6A0","EDUCATIONAL CENTER"
"128","463016862","FLORIDA OPERA PRIMA","FLORIDA OPERA PRIMA","","500 NW 36TH ST APT 302","MIAMI","FL","33127-3103",0,3,3,1200,0,1,15,0,1,1,201512,1,3,2,0,12,1,33051,33051,"A6A",""
"129","201241410","FORGOTTEN OPERA COMPANY","FORGOTTEN OPERA COMPANY","% BLAIR M EIG","PO BOX 10391","ROCKVILLE","MD","20849-0391",0,3,3,1200,0,1,15,0,1,1,201512,3,3,1,0,12,54846,92627,92627,"A60",""
"130","750945915","FORT WORTH OPERA ASSOCIATION INC","FORT WORTH OPERA ASSOCIATION INC","","505 PECAN ST STE 100","FORT WORTH","TX","76102-4072",0,3,3,2000,0,1,16,119059000,1,1,201508,6,6,1,0,8,1680358,4941621,4173526,"A6A0",""
"131","452831814","FORT WORTH OPERA ENDOWMENT","FORT WORTH OPERA ENDOWMENT","% DARREN WOODS","1300 GENDY ST","FORT WORTH","TX","76107-4036",0,3,3,1000,0,1,21,0,1,1,201508,6,2,2,0,8,1218872,19203,19203,"A19",""
"132","271287410","FRESCO OPERA THEATRE COMPANY","FRESCO OPERA THEATRE COMPANY","% FRANK CAIN","1951 WINNEBAGO ST","MADISON","WI","53704-5338",0,3,3,1000,0,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,"A99","FRESCO OPERA THEATRE"
"133","464491445","FRESH SQUEEZED OPERA COMPANY INC","FRESH SQUEEZED OPERA COMPANY INC","","98 THAYER ST APT 3K","NEW YORK","NY","10040-1176",0,3,3,2000,0,1,15,0,1,1,201512,1,1,2,0,12,1,9611,9611,"A60",""
"134","770491466","FRESNO GRAND OPERA","FRESNO INTERNATIONAL GRAND OPERA","% RON EICHMAN","2377 W SHAW AVE STE 104","FRESNO","CA","93711-3438",0,3,3,2000,0,1,15,0,1,1,201506,4,5,1,0,6,132345,629017,629017,"A6A0",""
"135","161611144","FRIENDS OF LAKE GEORGE OPERA INC","FRIENDS OF LAKE GEORGE OPERA INC","% ROBERT DESIO","PO BOX 3554","SARATOGA SPGS","NY","12866-8020",0,3,3,1000,0,1,16,0,1,1,201312,2,3,2,0,12,15623,28653,16918,"A68",""
"136","262176762","FRIENDS OF MADAME WHITE SNAKE INC","FRIENDS OF MADAME WHITE SNAKE INC","% JOEL ARONSON","280 LEE ST","BROOKLINE","MA","02445-5915",0,3,3,1000,0,1,15,0,1,1,201512,3,3,2,0,12,35361,26183,26183,"A6A",""
"137","260629356","FRIENDS OF THE OPERA HOUSE","FRIENDS OF THE OPERA HOUSE","% TERRY HALE","PO BOX 492","ELGIN","OR","97827-0492",0,3,3,1000,0,1,15,0,1,1,201512,3,4,1,0,12,58467,184340,179150,"A6A",""
"138","952751619","FULLERTON CIVIC LIGHT OPERA COMPANY","FULLERTON CIVIC LIGHT OPERA COMPANY","","218 W COMMONWEALTH AVE","FULLERTON","CA","92832-1811",0,3,3,1200,0,1,16,119059000,1,1,201512,4,5,1,0,12,117426,573354,573354,"A6A0",""
"139","231631733","FULTON OPERA HOUSE FOUNDATION","FULTON THEATRE COMPANY","","PO BOX 1865","LANCASTER","PA","17608-1865",0,3,3,2000,0,1,16,119000000,1,1,201508,7,5,1,0,8,9891694,834729,814427,"A6A0",""
"140","232097222","FULTON OPERA HOUSE GUILD INC","FULTON OPERA HOUSE GUILD INC","% EDITH BALDWIN","C/O JOYCE ROBINSON 802 1ST STREET","LANCASTER","PA","17603-0000",0,3,3,1000,0,1,16,90602000,1,1,201605,2,4,1,0,5,21515,113113,110151,"",""
"141","562607443","GALLO CENTER FOR THE ARTS INC","GALLO CENTER FOR THE ARTS INC","% LOUIS FRIEDMAN","1000 I ST","MODESTO","CA","95354-2381",0,3,3,2000,0,1,16,0,1,1,201506,8,7,1,0,6,42301198,8785781,8465081,"A61",""
"142","226062769","GARDEN STATE PHILHARMONIC SYMPHONY SOCIETY","GARDEN STATE PHILHARMONIC SYMPHONY SOCIETY","% OCEAN COUNTY COLLEGE","PO BOX 2001","TOMS RIVER","NJ","08754-2001",0,3,3,2000,0,1,15,34000000,1,1,201506,3,4,1,0,6,94192,281198,263670,"A69Z",""
"143","237382448","GILBERT AND SULLIVAN SOCIETY OF SAN JOSE LYRIC THEATRE","GILBERT AND SULLIVAN SOCIETY OF SAN","","PO BOX 6741","SAN JOSE","CA","95150-6741",0,3,3,2000,0,1,15,89000000,1,1,201506,3,4,1,0,6,74692,249740,249740,"A6A0",""
"144","113224934","GILBERT AND SULLIVAN YIDDISH LIGHT OPERA COMPANY INC","GILBERT & SULLIVAN YIDDISH LIGHT OPERA COMPANY INC","","243 MEDEA WAY","CENTRAL ISLIP","NY","11722-4540",0,3,3,1200,0,1,16,88089000,1,1,201508,2,1,2,0,8,21730,2662,2662,"A650",""
"145","161053970","GLIMMERGLASS OPERA THEATRE INC","GLIMMERGLASS OPERA THEATRE INC","","PO BOX 191","COOPERSTOWN","NY","13326-0191",0,3,3,2000,0,1,15,89000000,1,1,201509,8,8,1,0,9,14200583,11638036,8802433,"A6A0",""
"146","943288314","GOAT HALL PRODUCTIONS","GOAT HALL PRODUCTIONS","% HARRIET MARCH PAGE","189 RAINIER CIR","VACAVILLE","CA","95687-3309",0,3,3,1000,0,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,"A650",""
"147","943221096","GOLDEN GATE OPERA","GOLDEN GATE OPERA","% DERICK WONG","51 ROUNDTREE BLVD","SAN RAFAEL","CA","94903-1632",0,3,3,1000,0,1,15,995089000,1,1,201512,3,4,1,0,12,41388,201098,201098,"A6A",""
"148","43754026","GOTHAM CHAMBER OPERA INC","GOTHAM CHAMBER OPERA INC","% KAREN LERNER","PO BOX 321853","NEW YORK","NY","10032-0508",0,3,3,2000,0,1,15,0,1,1,201406,5,6,1,0,6,593816,1914131,1964477,"A6A",""
"149","391900890","GRAND OPERA HOUSE FOUNDATION","GRAND OPERA HOUSE FOUNDATION","","135 W 8TH ST","DUBUQUE","IA","52001-6810",0,3,3,1000,0,1,15,994062000,1,1,201512,5,5,1,0,12,784672,511564,405448,"A80",""
"150","510116569","GRAND OPERA HOUSE INC","GRAND OPERA HOUSE INC","","818 N MARKET STREET","WILMINGTON","DE","19801-3087",0,3,3,3000,0,1,15,119000000,1,1,201507,8,7,1,0,7,16068109,6235894,6229566,"A800",""
"151","721476675","GRAND OPERA HOUSE OF THE SOUTH INC","GRAND OPERA HOUSE OF THE SOUTH INC","% CAROL B GIELEN","505 N PARKERSON AVE","CROWLEY","LA","70526-4322",0,3,3,1000,0,1,15,0,1,1,201512,6,4,1,0,6,4841337,295246,237252,"A6A",""
"152","596001597","GREATER MIAMI OPERA INC","GREATER MIAMI OPERA INC","% FLORIDA GRAND OPERA INC","8390 NW 25TH ST","MIAMI","FL","33122-1504",0,3,3,2000,0,1,15,90000000,1,1,201505,6,7,1,0,5,1524565,5340313,5340313,"A6A0",""
"153","208305412","GREATER WORCESTER OPERA INC","GREATER WORCESTER OPERA INC","% ELAINE CRANE","116 BUSHY LN","RUTLAND","MA","01543-2025",0,3,3,1200,0,1,15,0,1,1,201508,2,2,2,0,8,12883,12937,12937,"A6A",""
"154","320474467","GREAT STAR THEATER","GREAT STAR THEATER","","43 DORE ST","SAN FRANCISCO","CA","94103-3827",0,3,3,1200,0,1,16,0,1,1,201512,1,2,2,0,12,4022,23009,23009,"A65",""
"155","581379465","GREENSBORO OPERA COMPANY","GREENSBORO OPERA COMPANY","","200 N DAVIE ST SUITE 315","GREENSBORO","NC","27401-2819",0,3,3,1000,0,1,16,90119000,1,1,201603,3,4,1,0,3,82881,195566,195566,"A6A0",""
"156","271795936","GREENVILLE LIGHT OPERA WORKS (GLOW)","GREENVILLE LIGHT OPERA WORKS GLOW","% CHRISTIAN ELSER","9 HIDDEN RIVER PL","GREENVILLE","SC","29605-6429",0,3,3,1000,0,1,15,0,1,1,201512,3,4,1,0,12,48021,146730,146730,"A6A",""
"157","262068879","GUERILLA OPERA INC","GUERILLA OPERA INC","% ALIANA DE LA GUARDIA","PO BOX 230486","BOSTON","MA","02123-0486",0,3,3,2100,0,1,15,0,1,1,201607,0,0,2,0,7,0,0,0,"A6A",""
"158","541759573","GUILD FOR THE WASHINGTON CONCERT OPERA","GUILD FOR THE WASHINGTON CONCERT OPERA","% MARIA KAZANOWSKA","PO BOX 357","FALLS CHURCH","VA","22040-0357",0,3,3,1200,0,1,15,995123000,1,1,201606,3,3,1,0,6,45008,69211,69211,"A11",""
"159","856012246","GUILDS OF THE SANTA FE OPERA INC","GUILDS OF THE SANTA FE OPERA INC","% ELAINE RE","PO BOX 2658","SANTA FE","NM","87504-2658",8229,3,6,2000,0,1,16,59000000,1,1,201509,2,3,1,0,9,11372,98686,84546,"A6AZ",""
"160","470989874","GULFSHORE OPERA","GULFSHORE OPERA INC","","3281 GOLDEN GATE BLVD W","NAPLES","FL","34120-3001",0,3,3,1000,0,1,15,0,1,1,201606,2,5,1,0,6,11158,523531,485208,"A25","OPERA NAPLES NOW"
"161","461509400","HARBOR COUNTRY OPERA","HARBOR COUNTRY OPERA","% ROBERT SWAN","8108 N 300 E","ROLLING PR","IN","46371-9743",0,3,3,2100,0,1,15,0,1,1,201512,2,3,2,0,12,20297,34989,34989,"A6A",""
"162","134187863","HARLEM OPERA THEATER INC","HARLEM OPERA THEATER INC","% EDWINA MYERS-LYNCH","425 W 144TH ST","NEW YORK","NY","10031-5209",0,3,3,1000,0,1,15,0,1,1,201607,1,3,2,0,7,5818,36601,36601,"A65",""
"163","943160783","HARRINGTON OPERA HOUSE SOCIETY","HARRINGTON OPERA HOUSE SOCIETY","","PO BOX 618","HARRINGTON","WA","99134-0618",0,3,3,1000,0,1,15,119000000,1,1,201512,4,3,1,0,12,435022,65296,59509,"A6AZ",""
"164","273287114","HARTFORD OPERA THEATER INC","HARTFORD OPERA THEATER INC","% MATTHEW CLARK","48 MILLER RD","BROAD BROOK","CT","06016-9676",0,3,3,1000,0,1,15,0,1,1,201512,0,0,2,0,12,0,0,0,"A65","HARTFORD OPERA THEATER"
"165","640718647","HATTIESBURG CIVIC LIGHT OPERA INC","HATTIESBURG CIVIC LIGHT OPERA INC","","PO BOX 16762","HATTIESBURG","MS","39404-6762",0,3,3,1000,0,1,15,88089090,1,1,201606,2,4,1,0,6,17074,141731,141731,"A6AZ",""
"166","990197758","HAWAII OPERA THEATRE","HAWAII OPERA THEATRE","","987 WAIMANU ST","HONOLULU","HI","96814-3319",0,3,3,2000,0,1,16,89090000,1,1,201605,7,7,1,0,5,9528805,5767759,3234285,"A6A0",""
"167","990142646","HAWAII YOUTH OPERA CHORUS","HAWAII YOUTH OPERA CHORUS","","PO BOX 22304","HONOLULU","HI","96823-2304",0,3,3,1200,0,1,16,119059000,1,1,201506,4,4,1,0,6,124114,249250,247657,"","HYOC"
"168","274348359","HAYMARKET OPERA COMPANY NFP","THE HAYMARKET OPERA COMPANY NFP","","1920 N SEMINARY AVE APT 1F","CHICAGO","IL","60614-4927",0,3,3,1000,0,1,15,0,1,1,201512,3,4,1,0,12,69303,208926,208926,"A6A",""
"169","474122815","HEARTBEAT OPERA LTD","HEARTBEAT OPERA LTD","% LOUISA PROSKE","804 WEST 180TH STREET","NEW YORK","NY","10033-3544",0,3,3,1000,0,1,16,0,1,1,201606,1,3,1,0,6,4027,71865,71865,"A6A",""
"170","431844714","HEARTLAND OPERA THEATRE","HEARTLAND OPERA THEATHRE","% MICHAEL RICHARDSON","3016 WOODLAND DR","JOPLIN","MO","64804-5641",0,3,3,1000,0,1,15,0,1,1,201606,0,0,2,0,6,0,0,0,"A6A",""
"171","203803066","HIGH DESERT OPERA","HIGH DESERT OPERA","% THE HANCOCK GROUP","3456 C 3/4 RD","PALISADE","CO","81526-9547",0,3,3,1000,0,1,16,0,1,1,201602,3,3,1,0,2,56998,68932,68932,"A6A",""
"172","592768848","HISPANIC-AMERICAN LYRIC THEATRE INC","HISPANIC-AMERICAN LYRIC THEATRE INC","","9130 SW 123RD AVENUE CT","MIAMI","FL","33186-7185",0,3,3,2000,0,1,15,88000000,1,1,201512,4,3,1,0,12,106810,55557,55557,"A600",""
"173","411901385","HISTORIC HOMESTAKE OPERA HOUSE","HISTORIC HOMESTAKE OPERA HOUSE SOCIETY","","PO BOX 412","LEAD","SD","57754-0412",0,3,3,1000,0,1,15,994062000,1,1,201512,6,4,1,0,12,3399030,387696,314423,"A80",""
"174","133449416","HOME FOR CONTEMPORARY THEATRE AND ART LTD (HERE ART CENTER)","HOME FOR CONTEMPORARY THEATRE AND ART LTD","","DBA HERE145 AVENUE OF AMERICA","NEW YORK","NY","10013-0000",0,3,3,1000,0,1,15,88000000,1,1,201508,6,6,1,0,8,3913487,2211887,2173072,"A200",""
"175","472238108","HOPE OPERAS THEATERS CORPORATION","HOPE OPERAS THEATERS CORPORATION","% AMY BASKA SUSSMAN","23288 APRIL MIST PL","ASHBURN","VA","20148-5720",0,3,3,1200,0,1,16,0,1,1,201504,1,1,2,0,4,1,2575,2575,"A65",""
"176","760363911","HOUSTON EBONY MUSIC SOCIETY INC","HOUSTON EBONY MUSIC SOCIETY INC","% SELWYN BLANCHARD","PO BOX 300996","HOUSTON","TX","77230-0996",0,3,3,1200,0,1,15,89000000,1,1,201512,0,0,2,0,12,0,0,0,"A68","HOUSTON EBONY OPERA GUILD"
"177","746016764","HOUSTON GRAND OPERA ASSOCIATION, INC.","HOUSTON GRAND OPERA ASSOCIATION INC","","510 PRESTON ST","HOUSTON","TX","77002-1504",0,3,3,2000,0,1,15,119000000,1,1,201607,8,8,1,0,7,23998058,28984565,28364900,"A6A0",""
"178","760038314","HOUSTON GRAND OPERA ENDOWMENT INC","HOUSTON GRAND OPERA ENDOWMENT INC","","510 PRESTON ST","HOUSTON","TX","77002-1504",0,3,3,1000,0,1,17,922000000,1,1,201607,9,7,1,0,7,57819531,9961066,3679083,"A110","THE NORTHERN TRUST COMPANY"
"179","740016764","HOUSTON GRAND OPERA GUILD INC","HOUSTON GRAND OPERA GUILD INC","","510 PRESTON ST","HOUSTON","TX","77002-1504",0,3,3,1200,0,1,16,602090000,1,1,201607,4,4,1,0,7,139211,191879,96620,"A6AZ",""
"180","452233382","HUB OPERA ENSEMBLE LIMITED","HUB OPERA ENSEMBLE LIMITED","","547 N MULBERRY ST","HAGERSTOWN","MD","21740-3921",0,3,3,1000,0,1,15,0,1,1,201506,0,0,2,0,6,0,0,0,"A6A",""
"181","222188736","HUBBARD HALL PROJECTS INC","HUBBARD HALL PROJECTS INC","","25 E MAIN ST","CAMBRIDGE","NY","12816-1219",0,3,3,1000,0,1,15,88089119,1,1,201606,6,5,1,0,6,1048247,541038,530630,"A600",""
"182","341874951","HUBER OPERA HOUSE AND CIVIC CENTER INC","HUBER OPERA HOUSE AND CIVIC CENTER INC","% JO COPLIN","157 E HIGH ST","HICKSVILLE","OH","43526-1159",0,3,3,1000,0,1,15,995296000,1,1,201512,4,4,1,0,12,330767,146663,146663,"P60",""
"183","263346265","HUDSON LYRIC OPERA","HUDSON LYRIC OPERA","% ROSALINDA PEREZ","53 MORTON ST","GARNERVILLE","NY","10923-1428",0,3,3,1000,0,1,16,0,1,1,201512,1,2,2,0,12,1,20410,20410,"A60",""
"184","462588285","HUDSON OPERA THEATRE","HUDSON OPERA THEATRE","% CHRISTINE C MAYER","3 HIGHLAND AVE","MIDDLETOWN","NY","10940-4909",0,3,3,1000,0,1,15,0,1,1,201512,0,0,2,0,12,0,0,0,"A65",""
"185","943178437","HWA SHIN CHINESE SCHOOL","HWA SHIN CHINESE SCHOOL","","PO BOX 82","MOUNTAIN VIEW","CA","94042-0082",0,3,3,1000,0,1,15,320000000,1,1,201512,3,4,1,0,12,37749,102207,102207,"A6A",""
"186","820342398","IDAHO FALLS OPERA THEATRE INC","IDAHO FALLS OPERA THEATER INC","% JF BELL GROUP","PO BOX 52148","IDAHO FALLS","ID","83405-2148",0,3,3,1000,0,1,15,88000000,1,1,201608,3,3,2,0,8,45809,33643,33643,"A6A0",""
"187","112713957","IL PICCOLO TEATRO DELL OPERA INC","IL PICCOLO TEATRO DELL OPERA INC","","138 COURT ST","BROOKLYN","NY","11201-6291",0,3,3,2000,0,1,15,90089000,1,1,201306,3,4,1,0,6,61713,128502,128502,"A6A0",""
"188","461846033","INDEPENDENT OPERA COMPANY","INDEPENDENT OPERA COMPANY","% GALINA BARSKAYA","4417 GOODLAND AVENUE","NORTH HOLLYWOOD","CA","91605-0000",0,3,3,2000,0,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,"A6A",""
"189","351405179","INDIANAPOLIS OPERA","INDIANAPOLIS OPERA COMPANY","","4011 N PENNSYLVANIA ST","INDIANAPOLIS","IN","46205-2608",0,3,3,1200,0,1,15,90000000,1,1,201506,5,5,1,0,6,533872,824782,712455,"A6A0","INDIANAPOLIS OPERA"
"190","453307896","INDUSTRY PRODUCTIONS INC","INDUSTRY PRODUCTIONS INC","% CYPRESS LLP","244 S SAN PEDRO ST STE 304","LOS ANGELES","CA","90012-3861",0,3,3,1000,0,1,15,0,1,1,201512,4,6,1,0,12,194966,1120131,1120131,"A6A","THE INDUSTRY"
"191","710327137","INSPIRATION POINT FINE ARTS COLONY INC","INSPIRATION POINT FINE ARTS COLONY INC","","PO BOX 127","EUREKA SPGS","AR","72632-0127",0,3,3,2000,0,1,15,149090000,1,1,201509,6,5,1,0,9,1102969,519026,519026,"",""
"192","810382552","INTERMOUNTAIN OPERA ASSOCIATION OF BOZEMAN","INTERMOUNTAIN OPERA ASSOCIATION OF BOZEMAN","","PO BOX 37","BOZEMAN","MT","59771-0037",0,3,3,2000,0,1,15,88090000,1,1,201606,4,4,1,0,6,249461,430126,430126,"A6A0",""
"193","471743724","INTERNATIONAL BRAZILIAN OPERA COMPANY","INTERNATIONAL BRAZILIAN OPERA COMPANY","","203 W 111TH ST APT 4A","NEW YORK","NY","10026-4159",0,3,3,1200,0,1,16,0,1,1,201512,0,0,2,0,12,0,0,0,"A6A",""
"194","134147698","INTERNATIONAL CONFERENCE OF SYMPHONY AND OPERA MUSICIANS INC","INTERNATIONAL CONFERENCE OF SYMPHONY AND OPERA MUSICIANS INC","","953 ROSEDALE RD NE","ATLANTA","GA","30306-4830",0,5,3,1000,0,2,0,0,1,1,201506,5,4,1,0,6,669468,211554,211554,"S41",""
"195","460551184","INTERNATIONAL FRIENDS OF THE VIENNA STATE OPERA INC","INTERNATIONAL FRIENDS OF THE VIENNA STATE OPERA INC","% HARNIK LAW FIRM","623 FIFTH AVENUE 24TH FLOOR","NEW YORK","NY","10022-6831",0,3,3,1200,0,1,15,0,1,1,201512,2,3,1,0,12,20303,55650,55650,"W12",""
"196","510297350","INTERNATIONAL VOCAL ARTS INSTITUTE INC","INTERNATIONAL VOCAL ARTS INSTITUTE INC","% SEYMOUR L GOLDMAN CPA","119 WEST 72ND STREET 313","NEW YORK","NY","10023-3201",0,3,3,1000,0,1,15,89000000,1,1,201512,1,4,1,0,12,2762,265709,265709,"A6AP",""
"197","364477750","INTIMATE OPERA INC","INTIMATE OPERA INC","% GRETCHEN HENNINGER","2437 N BERNARD ST","CHICAGO","IL","60647-2403",0,3,3,2000,0,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,"A6A",""
"198","264269498","ITALIAN AMERICAN OPERA FOUNDATION","ITALIAN AMERICAN OPERA FOUNDATION","% CLAUDIO FERRI","688 BIENVENEDA AVE APT A","PACIFIC PLSDS","CA","90272-3340",0,3,3,1000,0,1,15,0,1,1,201512,1,4,1,0,12,2614,145888,145888,"A6A",""
"199","720861706","JEFFERSON PERFORMING ARTS SOCIETY","JEFFERSON PERFORMING ARTS SOCIETY","","1118 CLEARVIEW PKWY","METAIRIE","LA","70001-3418",0,3,3,2000,0,1,16,90000000,1,1,201506,6,6,1,0,6,1342216,1496323,1362435,"A60Z",""
"200","920064417","JUNEAU LYRIC OPERA ASSOCIATION","JUNEAU LYRIC OPERA ASSN","","114 S FRANKLIN ST STE 201","JUNEAU","AK","99801-1360",0,3,3,1000,0,1,15,0,5,1,201506,4,4,1,0,6,389009,140049,133988,"A6A",""
